it,SNR,mod,acc,f1
9,0,CPFSK,0.40285714285714286,0.3922764227642276
9,0,PAM4,0.40285714285714286,0.7234927234927234
9,2,BPSK,0.5623809523809524,0.6543859649122807
9,2,QAM16,0.5623809523809524,0.5053929121725732
9,2,QPSK,0.5623809523809524,0.3628691983122363
9,2,8PSK,0.5623809523809524,0.18064516129032257
9,2,GFSK,0.5623809523809524,0.6448202959830867
9,2,CPFSK,0.5623809523809524,0.6848436246992783
9,2,PAM4,0.5623809523809524,0.819645732689211
9,4,BPSK,0.6980952380952381,0.8114682884448305
9,4,QAM16,0.6980952380952381,0.6926286509040334
9,4,QPSK,0.6980952380952381,0.5513428120063192
9,4,8PSK,0.6980952380952381,0.38379530916844345
9,4,GFSK,0.6980952380952381,0.7076612903225806
9,4,CPFSK,0.6980952380952381,0.7764540995094604
9,4,PAM4,0.6980952380952381,0.8973063973063973
9,6,BPSK,0.7264285714285714,0.8288288288288288
9,6,QAM16,0.7264285714285714,0.7767784137367131
9,6,QPSK,0.7264285714285714,0.5779078273591807
9,6,8PSK,0.7264285714285714,0.4457831325301205
9,6,GFSK,0.7264285714285714,0.7303149606299212
9,6,CPFSK,0.7264285714285714,0.7918136908962597
9,6,PAM4,0.7264285714285714,0.8982758620689656
9,8,BPSK,0.7364285714285714,0.8506860371267151
9,8,QAM16,0.7364285714285714,0.79
9,8,QPSK,0.7364285714285714,0.5957142857142856
9,8,8PSK,0.7364285714285714,0.4653567735263702
9,8,GFSK,0.7364285714285714,0.723196881091618
9,8,CPFSK,0.7364285714285714,0.784341637010676
9,8,PAM4,0.7364285714285714,0.9079965606190885
9,10,BPSK,0.745,0.837748344370861
9,10,QAM16,0.745,0.7883333333333333
9,10,QPSK,0.745,0.6272912423625255
9,10,8PSK,0.745,0.45708154506437765
9,10,GFSK,0.745,0.7545717035611165
9,10,CPFSK,0.745,0.8057761732851985
9,10,PAM4,0.745,0.9028374892519346
9,12,BPSK,0.73,0.843413421706711
9,12,QAM16,0.73,0.7979966611018364
9,12,QPSK,0.73,0.5742160278745645
9,12,8PSK,0.73,0.4168421052631579
9,12,GFSK,0.73,0.7254901960784315
9,12,CPFSK,0.73,0.7878359264497878
9,12,PAM4,0.73,0.9217687074829931
9,14,BPSK,0.7330952380952381,0.8646864686468646
9,14,QAM16,0.7330952380952381,0.7952421410365336
9,14,QPSK,0.7330952380952381,0.5884802220680083
9,14,8PSK,0.7330952380952381,0.43887147335423193
9,14,GFSK,0.7330952380952381,0.7083333333333334
9,14,CPFSK,0.7330952380952381,0.7812718378756114
9,14,PAM4,0.7330952380952381,0.9148211243611584
9,16,BPSK,0.7266666666666667,0.852824184566428
9,16,QAM16,0.7266666666666667,0.7972858354537743
9,16,QPSK,0.7266666666666667,0.5915100904662491
9,16,8PSK,0.7266666666666667,0.4293193717277487
9,16,GFSK,0.7266666666666667,0.6938369781312128
9,16,CPFSK,0.7266666666666667,0.7719298245614035
9,16,PAM4,0.7266666666666667,0.9062226117440841
9,18,BPSK,0.7283333333333334,0.8443357783211084
9,18,QAM16,0.7283333333333334,0.794266441821248
9,18,QPSK,0.7283333333333334,0.578363384188627
9,18,8PSK,0.7283333333333334,0.4236037934668072
9,18,GFSK,0.7283333333333334,0.7101303911735206
9,18,CPFSK,0.7283333333333334,0.7857142857142856
9,18,PAM4,0.7283333333333334,0.9171648163962426
10,-10,BPSK,0.1473809523809524,0.08910891089108912
10,-10,QAM16,0.1473809523809524,0.1028858218318695
10,-10,QPSK,0.1473809523809524,0.24386065105653915
10,-10,8PSK,0.1473809523809524,0.09374999999999999
10,-10,GFSK,0.1473809523809524,0.06034482758620689
10,-10,CPFSK,0.1473809523809524,0.09397590361445783
10,-10,PAM4,0.1473809523809524,0.003305785123966942
10,-8,BPSK,0.17547619047619048,0.1077943615257048
10,-8,QAM16,0.17547619047619048,0.23953488372093024
10,-8,QPSK,0.17547619047619048,0.2715421303656598
10,-8,8PSK,0.17547619047619048,0.13125
10,-8,GFSK,0.17547619047619048,0.11624834874504625
10,-8,CPFSK,0.17547619047619048,0.07398843930635839
10,-8,PAM4,0.17547619047619048,0.009884678747940693
10,-6,BPSK,0.2823809523809524,0.18658892128279883
10,-6,QAM16,0.2823809523809524,0.6175972927241962
10,-6,QPSK,0.2823809523809524,0.31361651448987693
10,-6,8PSK,0.2823809523809524,0.11949685534591194
10,-6,GFSK,0.2823809523809524,0.297719087635054
10,-6,CPFSK,0.2823809523809524,0.10244470314318976
10,-6,PAM4,0.2823809523809524,0.21439060205580032
10,-4,BPSK,0.43547619047619046,0.42500000000000004
10,-4,QAM16,0.43547619047619046,0.7149501661129567
10,-4,QPSK,0.43547619047619046,0.3539823008849557
10,-4,8PSK,0.43547619047619046,0.15400624349635797
10,-4,GFSK,0.43547619047619046,0.36663007683863885
10,-4,CPFSK,0.43547619047619046,0.121654501216545
10,-4,PAM4,0.43547619047619046,0.7759999999999999
10,-2,BPSK,0.4676190476190476,0.619008935824533
10,-2,QAM16,0.4676190476190476,0.5310790651417205
10,-2,QPSK,0.4676190476190476,0.2356115107913669
10,-2,8PSK,0.4676190476190476,0.19675262655205347
10,-2,GFSK,0.4676190476190476,0.4763819095477387
10,-2,CPFSK,0.4676190476190476,0.17556346381969157
10,-2,PAM4,0.4676190476190476,0.8682170542635659
10,0,BPSK,0.4788095238095238,0.5803212851405621
10,0,QAM16,0.4788095238095238,0.4476719350704827
10,0,QPSK,0.4788095238095238,0.03732503888024883
10,0,8PSK,0.4788095238095238,0.13019079685746351
10,0,GFSK,0.4788095238095238,0.6108273748723186
10,0,CPFSK,0.4788095238095238,0.5068825910931173
10,0,PAM4,0.4788095238095238,0.7847908745247149
10,2,BPSK,0.590952380952381,0.7188405797101449
10,2,QAM16,0.590952380952381,0.5418410041841005
10,2,QPSK,0.590952380952381,0.06738131699846861
10,2,8PSK,0.590952380952381,0.3133393017009848
10,2,GFSK,0.590952380952381,0.7192307692307692
10,2,CPFSK,0.590952380952381,0.697054698457223
10,2,PAM4,0.590952380952381,0.8611339359079703
10,4,BPSK,0.684047619047619,0.8083182640144665
10,4,QAM16,0.684047619047619,0.6802631578947368
10,4,QPSK,0.684047619047619,0.1847826086956522
10,4,8PSK,0.684047619047619,0.5499645641389085
10,4,GFSK,0.684047619047619,0.7098703888334995
10,4,CPFSK,0.684047619047619,0.7757073844030364
10,4,PAM4,0.684047619047619,0.9106382978723404
10,6,BPSK,0.714047619047619,0.8336252189141856
10,6,QAM16,0.714047619047619,0.7473684210526316
10,6,QPSK,0.714047619047619,0.2817955112219451
10,6,8PSK,0.714047619047619,0.5868263473053893
10,6,GFSK,0.714047619047619,0.7377521613832853
10,6,CPFSK,0.714047619047619,0.7806955287437899
10,6,PAM4,0.714047619047619,0.9173060528559249
10,8,BPSK,0.736904761904762,0.8844827586206896
10,8,QAM16,0.736904761904762,0.781874039938556
10,8,QPSK,0.736904761904762,0.3708920187793427
10,8,8PSK,0.736904761904762,0.5985104942450914
10,8,GFSK,0.736904761904762,0.7377358490566038
10,8,CPFSK,0.736904761904762,0.784370477568741
10,8,PAM4,0.736904761904762,0.9254498714652956
10,10,BPSK,0.7354761904761905,0.8599290780141844
10,10,QAM16,0.7354761904761905,0.7743902439024392
10,10,QPSK,0.7354761904761905,0.3472222222222222
10,10,8PSK,0.7354761904761905,0.6107784431137725
10,10,GFSK,0.7354761904761905,0.7685098406747891
10,10,CPFSK,0.7354761904761905,0.8029411764705882
10,10,PAM4,0.7354761904761905,0.9108061749571184
10,12,BPSK,0.7326190476190476,0.8606060606060606
10,12,QAM16,0.7326190476190476,0.7814465408805031
10,12,QPSK,0.7326190476190476,0.3514739229024944
10,12,8PSK,0.7326190476190476,0.6004056795131846
10,12,GFSK,0.7326190476190476,0.7483629560336762
10,12,CPFSK,0.7326190476190476,0.7847730600292826
10,12,PAM4,0.7326190476190476,0.9311809685641461
10,14,BPSK,0.7411904761904762,0.868881118881119
10,14,QAM16,0.7411904761904762,0.7911741528762806
10,14,QPSK,0.7411904761904762,0.39417693169092943
10,14,8PSK,0.7411904761904762,0.6279540850776503
10,14,GFSK,0.7411904761904762,0.7365439093484419
10,14,CPFSK,0.7411904761904762,0.7803468208092486
10,14,PAM4,0.7411904761904762,0.9282051282051282
10,16,BPSK,0.7330952380952381,0.8932536293766012
10,16,QAM16,0.7330952380952381,0.8070175438596491
10,16,QPSK,0.7330952380952381,0.32935560859188545
10,16,8PSK,0.7330952380952381,0.6007853403141361
10,16,GFSK,0.7330952380952381,0.7287977632805219
10,16,CPFSK,0.7330952380952381,0.7684441197954712
10,16,PAM4,0.7330952380952381,0.9185946872322194
10,18,BPSK,0.7309523809523809,0.8593615185504745
10,18,QAM16,0.7309523809523809,0.7813229571984435
10,18,QPSK,0.7309523809523809,0.3471074380165289
10,18,8PSK,0.7309523809523809,0.6143617021276596
10,18,GFSK,0.7309523809523809,0.725897920604915
10,18,CPFSK,0.7309523809523809,0.7787481804949056
10,18,PAM4,0.7309523809523809,0.9241261722080137
11,-10,BPSK,0.1538095238095238,0.1425287356321839
11,-10,QAM16,0.1538095238095238,0.08888888888888889
11,-10,QPSK,0.1538095238095238,0.11350293542074363
11,-10,8PSK,0.1538095238095238,0.13555992141453832
11,-10,GFSK,0.1538095238095238,0.05491329479768786
11,-10,CPFSK,0.1538095238095238,0.24328803447132913
11,-10,PAM4,0.1538095238095238,0.02555910543130991
11,-8,BPSK,0.16714285714285715,0.14032697547683926
11,-8,QAM16,0.16714285714285715,0.15405046480743692
11,-8,QPSK,0.16714285714285715,0.0934010152284264
11,-8,8PSK,0.16714285714285715,0.12244897959183673
11,-8,GFSK,0.16714285714285715,0.1074705111402359
11,-8,CPFSK,0.16714285714285715,0.26285714285714284
11,-8,PAM4,0.16714285714285715,0.07987711213517666
11,-6,BPSK,0.2966666666666667,0.251892635925671
11,-6,QAM16,0.2966666666666667,0.551654964894684
11,-6,QPSK,0.2966666666666667,0.1506276150627615
11,-6,8PSK,0.2966666666666667,0.111340206185567
11,-6,GFSK,0.2966666666666667,0.2692307692307692
11,-6,CPFSK,0.2966666666666667,0.31239388794567063
11,-6,PAM4,0.2966666666666667,0.4354066985645933
11,-4,BPSK,0.4361904761904762,0.44796380090497745
11,-4,QAM16,0.4361904761904762,0.7465437788018433
11,-4,QPSK,0.4361904761904762,0.13692480359147027
11,-4,8PSK,0.4361904761904762,0.17317845828933476
11,-4,GFSK,0.4361904761904762,0.3528138528138528
11,-4,CPFSK,0.4361904761904762,0.30528586839266453
11,-4,PAM4,0.4361904761904762,0.7958477508650519
11,-2,BPSK,0.42833333333333334,0.4582651391162029
11,-2,QAM16,0.42833333333333334,0.575013638843426
11,-2,QPSK,0.42833333333333334,0.15292712066905614
11,-2,8PSK,0.42833333333333334,0.17814508723599634
11,-2,GFSK,0.42833333333333334,0.43980099502487563
11,-2,CPFSK,0.42833333333333334,0.1906507791017415
11,-2,PAM4,0.42833333333333334,0.764928193499622
11,0,BPSK,0.4514285714285714,0.6011029411764707
11,0,QAM16,0.4514285714285714,0.43716300290335963
11,0,QPSK,0.4514285714285714,0.03169572107765452
11,0,8PSK,0.4514285714285714,0.18458933107535988
11,0,GFSK,0.4514285714285714,0.5531453362255965
11,0,CPFSK,0.4514285714285714,0.3383199079401611
11,0,PAM4,0.4514285714285714,0.8027734976887518
11,2,BPSK,0.5795238095238096,0.7660343270099367
11,2,QAM16,0.5795238095238096,0.5144278606965174
11,2,QPSK,0.5795238095238096,0.0668693009118541
11,2,8PSK,0.5795238095238096,0.2717299578059072
11,2,GFSK,0.5795238095238096,0.7124878993223621
11,2,CPFSK,0.5795238095238096,0.6776315789473684
11,2,PAM4,0.5795238095238096,0.8900083963056256
11,4,BPSK,0.6957142857142857,0.8260105448154658
11,4,QAM16,0.6957142857142857,0.6942800788954635
11,4,QPSK,0.6957142857142857,0.29975429975429974
11,4,8PSK,0.6957142857142857,0.5178571428571428
11,4,GFSK,0.6957142857142857,0.7410207939508507
11,4,CPFSK,0.6957142857142857,0.7610619469026547
11,4,PAM4,0.6957142857142857,0.934131736526946
11,6,BPSK,0.7309523809523809,0.8410428931875525
11,6,QAM16,0.7309523809523809,0.7706855791962174
11,6,QPSK,0.7309523809523809,0.4346917450365726
11,6,8PSK,0.7309523809523809,0.5824255628177197
11,6,GFSK,0.7309523809523809,0.7536764705882354
11,6,CPFSK,0.7309523809523809,0.7751479289940827
11,6,PAM4,0.7309523809523809,0.9212328767123286
11,8,BPSK,0.7583333333333333,0.8870292887029289
11,8,QAM16,0.7583333333333333,0.801593625498008
11,8,QPSK,0.7583333333333333,0.5176470588235295
11,8,8PSK,0.7583333333333333,0.6054216867469879
11,8,GFSK,0.7583333333333333,0.7624209575429088
11,8,CPFSK,0.7583333333333333,0.7843137254901961
11,8,PAM4,0.7583333333333333,0.93071000855432
11,10,BPSK,0.7561904761904762,0.8583473861720068
11,10,QAM16,0.7561904761904762,0.8129032258064516
11,10,QPSK,0.7561904761904762,0.5296296296296297
11,10,8PSK,0.7561904761904762,0.6069498069498069
11,10,GFSK,0.7561904761904762,0.7657657657657657
11,10,CPFSK,0.7561904761904762,0.7851176917236143
11,10,PAM4,0.7561904761904762,0.9249146757679182
11,12,BPSK,0.7447619047619047,0.8573839662447258
11,12,QAM16,0.7447619047619047,0.8054882970137208
11,12,QPSK,0.7447619047619047,0.4816176470588235
11,12,8PSK,0.7447619047619047,0.5628930817610063
11,12,GFSK,0.7447619047619047,0.7665758401453225
11,12,CPFSK,0.7447619047619047,0.7852852852852852
11,12,PAM4,0.7447619047619047,0.9399830938292476
11,14,BPSK,0.7576190476190476,0.8666666666666666
11,14,QAM16,0.7576190476190476,0.8111201962387572
11,14,QPSK,0.7576190476190476,0.5454545454545454
11,14,8PSK,0.7576190476190476,0.6301158301158302
11,14,GFSK,0.7576190476190476,0.7458256029684601
11,14,CPFSK,0.7576190476190476,0.7715959004392386
11,14,PAM4,0.7576190476190476,0.928082191780822
11,16,BPSK,0.7523809523809524,0.8874061718098415
11,16,QAM16,0.7523809523809524,0.8211046990931574
11,16,QPSK,0.7523809523809524,0.5158878504672898
11,16,8PSK,0.7523809523809524,0.604261796042618
11,16,GFSK,0.7523809523809524,0.7377938517179025
11,16,CPFSK,0.7523809523809524,0.7597597597597598
11,16,PAM4,0.7523809523809524,0.9313893653516296
11,18,BPSK,0.7447619047619047,0.8557130942452043
11,18,QAM16,0.7447619047619047,0.8072787427626138
11,18,QPSK,0.7447619047619047,0.5216572504708097
11,18,8PSK,0.7447619047619047,0.6019711902956785
11,18,GFSK,0.7447619047619047,0.72910927456382
11,18,CPFSK,0.7447619047619047,0.7626865671641792
11,18,PAM4,0.7447619047619047,0.9221658206429779
12,-10,BPSK,0.14904761904761904,0.14088820826952528
12,-10,QAM16,0.14904761904761904,0.21704394141145136
12,-10,QPSK,0.14904761904761904,0.22790856363016032
12,-10,8PSK,0.14904761904761904,0.0
12,-10,GFSK,0.14904761904761904,0.0303030303030303
12,-10,CPFSK,0.14904761904761904,0.05641025641025641
12,-10,PAM4,0.14904761904761904,0.016420361247947456
12,-8,BPSK,0.18904761904761905,0.1441077441077441
12,-8,QAM16,0.18904761904761905,0.3359073359073359
12,-8,QPSK,0.18904761904761905,0.26998491704374056
12,-8,8PSK,0.18904761904761905,0.006557377049180329
12,-8,GFSK,0.18904761904761905,0.08247422680412371
12,-8,CPFSK,0.18904761904761905,0.07035175879396985
12,-8,PAM4,0.18904761904761905,0.032051282051282055
12,-6,BPSK,0.2873809523809524,0.24215246636771298
12,-6,QAM16,0.2873809523809524,0.5019305019305019
12,-6,QPSK,0.2873809523809524,0.3022388059701493
12,-6,8PSK,0.2873809523809524,0.006611570247933884
12,-6,GFSK,0.2873809523809524,0.22100954979536155
12,-6,CPFSK,0.2873809523809524,0.09417596034696409
12,-6,PAM4,0.2873809523809524,0.3202170963364993
12,-4,BPSK,0.4,0.4594400574300072
12,-4,QAM16,0.4,0.49086651053864166
12,-4,QPSK,0.4,0.30340557275541796
12,-4,8PSK,0.4,0.0
12,-4,GFSK,0.4,0.32019704433497537
12,-4,CPFSK,0.4,0.09560723514211887
12,-4,PAM4,0.4,0.7969924812030076
12,-2,BPSK,0.3964285714285714,0.5423465423465423
12,-2,QAM16,0.3964285714285714,0.3686502177068215
12,-2,QPSK,0.3964285714285714,0.17124039517014272
12,-2,8PSK,0.3964285714285714,0.0
12,-2,GFSK,0.3964285714285714,0.42369020501138954
12,-2,CPFSK,0.3964285714285714,0.0764872521246459
12,-2,PAM4,0.3964285714285714,0.8285256410256411
12,0,BPSK,0.44,0.5281553398058252
12,0,QAM16,0.44,0.41337138198124745
12,0,QPSK,0.44,0.06002728512960436
12,0,8PSK,0.44,0.022249690976514216
12,0,GFSK,0.44,0.5813221406086044
12,0,CPFSK,0.44,0.4421052631578947
12,0,PAM4,0.44,0.7697893972403776
12,2,BPSK,0.5933333333333334,0.734841628959276
12,2,QAM16,0.5933333333333334,0.5569060773480663
12,2,QPSK,0.5933333333333334,0.29418472063854045
12,2,8PSK,0.5933333333333334,0.25788999098286747
12,2,GFSK,0.5933333333333334,0.7116682738669239
12,2,CPFSK,0.5933333333333334,0.6677577741407529
12,2,PAM4,0.5933333333333334,0.8596774193548387
12,4,BPSK,0.695,0.8184991273996509
12,4,QAM16,0.695,0.6939058171745153
12,4,QPSK,0.695,0.42967244701348745
12,4,8PSK,0.695,0.47829787234042553
12,4,GFSK,0.695,0.7356538099717779
12,4,CPFSK,0.695,0.7641791044776118
12,4,PAM4,0.695,0.9078726968174203
12,6,BPSK,0.7359523809523809,0.8400673400673401
12,6,QAM16,0.7359523809523809,0.7714285714285715
12,6,QPSK,0.7359523809523809,0.4986301369863014
12,6,8PSK,0.7359523809523809,0.5755627009646302
12,6,GFSK,0.7359523809523809,0.7497725204731575
12,6,CPFSK,0.7359523809523809,0.7789473684210525
12,6,PAM4,0.7359523809523809,0.9206081081081081
12,8,BPSK,0.7519047619047619,0.8734491315136477
12,8,QAM16,0.7519047619047619,0.7957516339869282
12,8,QPSK,0.7519047619047619,0.5313327449249781
12,8,8PSK,0.7519047619047619,0.5794238683127572
12,8,GFSK,0.7519047619047619,0.7590467784642542
12,8,CPFSK,0.7519047619047619,0.786046511627907
12,8,PAM4,0.7519047619047619,0.9247491638795987
12,10,BPSK,0.7495238095238095,0.8507089241034195
12,10,QAM16,0.7495238095238095,0.7876322213181449
12,10,QPSK,0.7495238095238095,0.5431255337318532
12,10,8PSK,0.7495238095238095,0.5807531380753138
12,10,GFSK,0.7495238095238095,0.7672955974842768
12,10,CPFSK,0.7495238095238095,0.7932359723289777
12,10,PAM4,0.7495238095238095,0.9161073825503355
12,12,BPSK,0.7347619047619047,0.8468013468013468
12,12,QAM16,0.7347619047619047,0.7927927927927929
12,12,QPSK,0.7347619047619047,0.4867180805484147
12,12,8PSK,0.7347619047619047,0.5428809325562032
12,12,GFSK,0.7347619047619047,0.7518248175182483
12,12,CPFSK,0.7347619047619047,0.7833962264150943
12,12,PAM4,0.7347619047619047,0.9284525790349418
12,14,BPSK,0.7519047619047619,0.864321608040201
12,14,QAM16,0.7519047619047619,0.7902274641954506
12,14,QPSK,0.7519047619047619,0.5486577181208054
12,14,8PSK,0.7519047619047619,0.6020066889632107
12,14,GFSK,0.7519047619047619,0.7397003745318351
12,14,CPFSK,0.7519047619047619,0.7865003668378576
12,14,PAM4,0.7519047619047619,0.925
12,16,BPSK,0.7480952380952381,0.8751020408163267
12,16,QAM16,0.7480952380952381,0.8196994991652755
12,16,QPSK,0.7480952380952381,0.5227272727272727
12,16,8PSK,0.7480952380952381,0.5905383360522023
12,16,GFSK,0.7480952380952381,0.7232876712328767
12,16,CPFSK,0.7480952380952381,0.7657657657657658
12,16,PAM4,0.7480952380952381,0.9288135593220338
12,18,BPSK,0.7330952380952381,0.8457142857142858
12,18,QAM16,0.7330952380952381,0.7808896210873147
12,18,QPSK,0.7330952380952381,0.5053191489361702
12,18,8PSK,0.7330952380952381,0.5789043336058872
12,18,GFSK,0.7330952380952381,0.7170868347338937
12,18,CPFSK,0.7330952380952381,0.771280532938564
12,18,PAM4,0.7330952380952381,0.9141414141414141
13,-10,BPSK,0.14214285714285715,0.11253196930946292
13,-10,QAM16,0.14214285714285715,0.08631319358816276
13,-10,QPSK,0.14214285714285715,0.23893065998329158
13,-10,8PSK,0.14214285714285715,0.0
13,-10,GFSK,0.14214285714285715,0.0
13,-10,CPFSK,0.14214285714285715,0.12401574803149606
13,-10,PAM4,0.14214285714285715,0.013179571663920923
13,-8,BPSK,0.1630952380952381,0.13333333333333333
13,-8,QAM16,0.1630952380952381,0.16985645933014354
13,-8,QPSK,0.1630952380952381,0.2710644677661169
13,-8,8PSK,0.1630952380952381,0.0
13,-8,GFSK,0.1630952380952381,0.003311258278145696
13,-8,CPFSK,0.1630952380952381,0.09439528023598819
13,-8,PAM4,0.1630952380952381,0.06918238993710693
13,-6,BPSK,0.26261904761904764,0.20341296928327643
13,-6,QAM16,0.26261904761904764,0.5204731574158327
13,-6,QPSK,0.26261904761904764,0.30987917555081734
13,-6,8PSK,0.26261904761904764,0.0
13,-6,GFSK,0.26261904761904764,0.006557377049180329
13,-6,CPFSK,0.26261904761904764,0.126
13,-6,PAM4,0.26261904761904764,0.4175
13,-4,BPSK,0.4123809523809524,0.39972047519217335
13,-4,QAM16,0.4123809523809524,0.7191521574564723
13,-4,QPSK,0.4123809523809524,0.3524189968930316
13,-4,8PSK,0.4123809523809524,0.0032520325203252037
13,-4,GFSK,0.4123809523809524,0.013136288998357963
13,-4,CPFSK,0.4123809523809524,0.18395303326810175
13,-4,PAM4,0.4123809523809524,0.8268059181897303
13,-2,BPSK,0.43404761904761907,0.4238805970149254
13,-2,QAM16,0.43404761904761907,0.6701298701298702
13,-2,QPSK,0.43404761904761907,0.32471835652750164
13,-2,8PSK,0.43404761904761907,0.03418803418803419
13,-2,GFSK,0.43404761904761907,0.16115107913669063
13,-2,CPFSK,0.43404761904761907,0.30544272948822093
13,-2,PAM4,0.43404761904761907,0.7548806941431669
13,0,BPSK,0.4219047619047619,0.4565030146425495
13,0,QAM16,0.4219047619047619,0.5251686559418786
13,0,QPSK,0.4219047619047619,0.10228802153432033
13,0,8PSK,0.4219047619047619,0.16163265306122448
13,0,GFSK,0.4219047619047619,0.3455233291298865
13,0,CPFSK,0.4219047619047619,0.36637168141592924
13,0,PAM4,0.4219047619047619,0.7318789584799437
13,2,BPSK,0.5602380952380952,0.7250437828371278
13,2,QAM16,0.5602380952380952,0.5334739061676331
13,2,QPSK,0.5602380952380952,0.08151382823871907
13,2,8PSK,0.5602380952380952,0.2859281437125749
13,2,GFSK,0.5602380952380952,0.6597077244258871
13,2,CPFSK,0.5602380952380952,0.627280625543006
13,2,PAM4,0.5602380952380952,0.8738812042310822
13,4,BPSK,0.6914285714285714,0.8225108225108225
13,4,QAM16,0.6914285714285714,0.6914247130317352
13,4,QPSK,0.6914285714285714,0.3141852286049238
13,4,8PSK,0.6914285714285714,0.5188470066518847
13,4,GFSK,0.6914285714285714,0.7304687499999999
13,4,CPFSK,0.6914285714285714,0.7657058388765706
13,4,PAM4,0.6914285714285714,0.9144792548687553
13,6,BPSK,0.735,0.8285946385052803
13,6,QAM16,0.735,0.7654516640253567
13,6,QPSK,0.735,0.46862745098039216
13,6,8PSK,0.735,0.5771604938271604
13,6,GFSK,0.735,0.7590697674418606
13,6,CPFSK,0.735,0.7976190476190477
13,6,PAM4,0.735,0.916382252559727
13,8,BPSK,0.7473809523809524,0.8546042003231019
13,8,QAM16,0.7473809523809524,0.7821138211382113
13,8,QPSK,0.7473809523809524,0.5294117647058824
13,8,8PSK,0.7473809523809524,0.5650438946528331
13,8,GFSK,0.7473809523809524,0.7663043478260869
13,8,CPFSK,0.7473809523809524,0.7960426179604262
13,8,PAM4,0.7473809523809524,0.9224211423699915
13,10,BPSK,0.75,0.8447000821692687
13,10,QAM16,0.75,0.7912266450040617
13,10,QPSK,0.75,0.5485812553740327
13,10,8PSK,0.75,0.5626043405676125
13,10,GFSK,0.75,0.7762557077625569
13,10,CPFSK,0.75,0.8063540090771558
13,10,PAM4,0.75,0.9114139693356049
13,12,BPSK,0.7533333333333333,0.843471208434712
13,12,QAM16,0.7533333333333333,0.8134206219312602
13,12,QPSK,0.7533333333333333,0.5317324185248713
13,12,8PSK,0.7533333333333333,0.5571549534292972
13,12,GFSK,0.7533333333333333,0.7778785131459655
13,12,CPFSK,0.7533333333333333,0.8009118541033434
13,12,PAM4,0.7533333333333333,0.9363867684478372
13,14,BPSK,0.7497619047619047,0.8510288065843622
13,14,QAM16,0.7497619047619047,0.8016528925619835
13,14,QPSK,0.7497619047619047,0.5668896321070235
13,14,8PSK,0.7497619047619047,0.5787234042553192
13,14,GFSK,0.7497619047619047,0.7423822714681442
13,14,CPFSK,0.7497619047619047,0.7815750371471025
13,14,PAM4,0.7497619047619047,0.9191489361702128
13,16,BPSK,0.7454761904761905,0.8697042366107114
13,16,QAM16,0.7454761904761905,0.8056951423785595
13,16,QPSK,0.7454761904761905,0.5517241379310346
13,16,8PSK,0.7454761904761905,0.570268074735987
13,16,GFSK,0.7454761904761905,0.7259528130671505
13,16,CPFSK,0.7454761904761905,0.7619047619047618
13,16,PAM4,0.7454761904761905,0.922945205479452
13,18,BPSK,0.746904761904762,0.8480909829406985
13,18,QAM16,0.746904761904762,0.7973856209150326
13,18,QPSK,0.746904761904762,0.5400175901495163
13,18,8PSK,0.746904761904762,0.5735414954806903
13,18,GFSK,0.746904761904762,0.7476808905380333
13,18,CPFSK,0.746904761904762,0.7874720357941833
13,18,PAM4,0.746904761904762,0.9215017064846417
14,-10,BPSK,0.15261904761904763,0.09504132231404958
14,-10,QAM16,0.15261904761904763,0.11929824561403508
14,-10,QPSK,0.15261904761904763,0.012882447665056362
14,-10,8PSK,0.15261904761904763,0.25601965601965604
14,-10,GFSK,0.15261904761904763,0.034482758620689655
14,-10,CPFSK,0.15261904761904763,0.0
14,-10,PAM4,0.15261904761904763,0.0253968253968254
14,-8,BPSK,0.17833333333333334,0.09743589743589745
14,-8,QAM16,0.17833333333333334,0.2668187001140251
14,-8,QPSK,0.17833333333333334,0.012618296529968456
14,-8,8PSK,0.17833333333333334,0.2747281888093344
14,-8,GFSK,0.17833333333333334,0.030911901081916538
14,-8,CPFSK,0.17833333333333334,0.01889763779527559
14,-8,PAM4,0.17833333333333334,0.11111111111111113
14,-6,BPSK,0.28785714285714287,0.17721518987341775
14,-6,QAM16,0.28785714285714287,0.602224123182207
14,-6,QPSK,0.28785714285714287,0.019047619047619046
14,-6,8PSK,0.28785714285714287,0.3149704326174914
14,-6,GFSK,0.28785714285714287,0.049535603715170275
14,-6,CPFSK,0.28785714285714287,0.016260162601626015
14,-6,PAM4,0.28785714285714287,0.49130938586326767
14,-4,BPSK,0.3952380952380952,0.35276073619631904
14,-4,QAM16,0.3952380952380952,0.6820580474934036
14,-4,QPSK,0.3952380952380952,0.009448818897637795
14,-4,8PSK,0.3952380952380952,0.35071090047393366
14,-4,GFSK,0.3952380952380952,0.040625
14,-4,CPFSK,0.3952380952380952,0.006493506493506494
14,-4,PAM4,0.3952380952380952,0.7796024200518582
14,-2,BPSK,0.40404761904761904,0.49271137026239076
14,-2,QAM16,0.40404761904761904,0.4611353711790393
14,-2,QPSK,0.40404761904761904,0.048265460030165915
14,-2,8PSK,0.40404761904761904,0.35101506221349055
14,-2,GFSK,0.40404761904761904,0.07926829268292683
14,-2,CPFSK,0.40404761904761904,0.04984423676012461
14,-2,PAM4,0.40404761904761904,0.808
14,0,BPSK,0.4328571428571429,0.6257359125315392
14,0,QAM16,0.4328571428571429,0.41317130537044305
14,0,QPSK,0.4328571428571429,0.013093289689034372
